token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$palettes-color-orange-warm-palette-color-system-orange-warm-standard,$tokens-color-orange-warm-standard,packages/uswds-utilities/src/styles/palettes/colors/_orange-warm-palettes.scss,local,component,category.concept.property,,color,orange-warm,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system orange warm standard
$palettes-color-orange-warm-palette-color-system-orange-warm-vivid,$tokens-color-orange-warm-vivid,packages/uswds-utilities/src/styles/palettes/colors/_orange-warm-palettes.scss,local,component,category.concept.property.mode,,color,orange-warm,color,,,,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system orange warm
$palettes-color-orange-warm-palette-color-system-orange-warm,$tokens-color-orange-warm,packages/uswds-utilities/src/styles/palettes/colors/_orange-warm-palettes.scss,local,component,category.concept.property,,color,orange-warm,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system orange warm
$tokens-color-red-cool-light,"( ""red-cool-5"": $color-red-cool-5, ""red-cool-10"": $color-red-cool-10, ""red-cool-20"": $color-red-cool-20, ""red-cool-30"": $color-red-cool-30, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.mode,,color,red-cool,,,,,,,light,color:category/property,4,component-local|map-container,tokens
$tokens-color-red-cool-light-red-cool-5,$color-red-cool-5,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,5,light,color:category/property,4,component-local,tokens red cool
$tokens-color-red-cool-light-red-cool-10,$color-red-cool-10,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,10,light,color:category/property,4,component-local,tokens red cool
$tokens-color-red-cool-light-red-cool-20,$color-red-cool-20,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,20,light,color:category/property,4,component-local,tokens red cool
$tokens-color-red-cool-light-red-cool-30,$color-red-cool-30,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,30,light,color:category/property,4,component-local,tokens red cool
$tokens-color-red-cool-medium,"( ""red-cool-40"": $color-red-cool-40, ""red-cool-50"": $color-red-cool-50, ""red-cool-60"": $color-red-cool-60, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant,,color,red-cool,,,,medium,,,,color:category/property,11,component-local|map-container,tokens
$tokens-color-red-cool-medium-red-cool-40,$color-red-cool-40,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale,,color,red-cool,,,,medium,,40,,color:category/property,11,component-local,tokens red cool
$tokens-color-red-cool-medium-red-cool-50,$color-red-cool-50,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale,,color,red-cool,,,,medium,,50,,color:category/property,11,component-local,tokens red cool
$tokens-color-red-cool-medium-red-cool-60,$color-red-cool-60,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale,,color,red-cool,,,,medium,,60,,color:category/property,11,component-local,tokens red cool
$tokens-color-red-cool-dark,"( ""red-cool-70"": $color-red-cool-70, ""red-cool-80"": $color-red-cool-80, ""red-cool-90"": $color-red-cool-90, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.mode,,color,red-cool,,,,,,,dark,color:category/property,17,component-local|map-container,tokens
$tokens-color-red-cool-dark-red-cool-70,$color-red-cool-70,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,70,dark,color:category/property,17,component-local,tokens red cool
$tokens-color-red-cool-dark-red-cool-80,$color-red-cool-80,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,80,dark,color:category/property,17,component-local,tokens red cool
$tokens-color-red-cool-dark-red-cool-90,$color-red-cool-90,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,90,dark,color:category/property,17,component-local,tokens red cool
$tokens-color-red-cool-light-vivid,"( ""red-cool-5v"": $color-red-cool-5v, ""red-cool-10v"": $color-red-cool-10v, ""red-cool-20v"": $color-red-cool-20v, ""red-cool-30v"": $color-red-cool-30v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.mode,,color,red-cool,,,,,,,light,color:category/property,23,component-local|map-container,tokens vivid
$tokens-color-red-cool-light-vivid-red-cool-5v,$color-red-cool-5v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,5v,light,color:category/property,23,component-local,tokens vivid red cool
$tokens-color-red-cool-light-vivid-red-cool-10v,$color-red-cool-10v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,10v,light,color:category/property,23,component-local,tokens vivid red cool
$tokens-color-red-cool-light-vivid-red-cool-20v,$color-red-cool-20v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,20v,light,color:category/property,23,component-local,tokens vivid red cool
$tokens-color-red-cool-light-vivid-red-cool-30v,$color-red-cool-30v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,30v,light,color:category/property,23,component-local,tokens vivid red cool
$tokens-color-red-cool-medium-vivid,"( ""red-cool-40v"": $color-red-cool-40v, ""red-cool-50v"": $color-red-cool-50v, ""red-cool-60v"": $color-red-cool-60v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.mode,,color,red-cool,,,,medium,,,vivid,color:category/property,30,component-local|map-container,tokens
$tokens-color-red-cool-medium-vivid-red-cool-40v,$color-red-cool-40v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-cool,,,,medium,,40v,vivid,color:category/property,30,component-local,tokens red cool
$tokens-color-red-cool-medium-vivid-red-cool-50v,$color-red-cool-50v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-cool,,,,medium,,50v,vivid,color:category/property,30,component-local,tokens red cool
$tokens-color-red-cool-medium-vivid-red-cool-60v,$color-red-cool-60v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-cool,,,,medium,,60v,vivid,color:category/property,30,component-local,tokens red cool
$tokens-color-red-cool-dark-vivid,"( ""red-cool-70v"": $color-red-cool-70v, ""red-cool-80v"": $color-red-cool-80v, ""red-cool-90v"": $color-red-cool-90v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.mode,,color,red-cool,,,,,,,dark,color:category/property,36,component-local|map-container,tokens vivid
$tokens-color-red-cool-dark-vivid-red-cool-70v,$color-red-cool-70v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,70v,dark,color:category/property,36,component-local,tokens vivid red cool
$tokens-color-red-cool-dark-vivid-red-cool-80v,$color-red-cool-80v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,80v,dark,color:category/property,36,component-local,tokens vivid red cool
$tokens-color-red-cool-dark-vivid-red-cool-90v,$color-red-cool-90v,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.scale.mode,,color,red-cool,,,,,,90v,dark,color:category/property,36,component-local,tokens vivid red cool
$tokens-color-red-cool-standard,"map-collect( $tokens-color-red-cool-light, $tokens-color-red-cool-medium, $tokens-color-red-cool-dark )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept,,color,red-cool,,,,,,,,color:category/property,42,component-local,tokens standard
$tokens-color-red-cool-vivid,"map-collect( $tokens-color-red-cool-light-vivid, $tokens-color-red-cool-medium-vivid, $tokens-color-red-cool-dark-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.mode,,color,red-cool,,,,,,,vivid,color:category/property,48,component-local,tokens
$tokens-color-red-cool,"map-collect( $tokens-color-red-cool-standard, $tokens-color-red-cool-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept,,color,red-cool,,,,,,,,color:category/property,54,component-local,tokens
$palettes-color-red-cool,"( ""palette-color-system-red-cool-light"": $tokens-color-red-cool-light, ""palette-color-system-red-cool-medium"": $tokens-color-red-cool-medium, ""palette-color-system-red-cool-dark"": $tokens-color-red-cool-dark, ""palette-color-system-red-cool-light-vivid"": $tokens-color-red-cool-light-vivid, ""palette-color-system-red-cool-medium-vivid"": $tokens-color-red-cool-medium-vivid, ""palette-color-system-red-cool-dark-vivid"": $tokens-color-red-cool-dark-vivid, ""palette-color-system-red-cool-standard"": $tokens-color-red-cool-standard, ""palette-color-system-red-cool-vivid"": $tokens-color-red-cool-vivid, ""palette-color-system-red-cool"": $tokens-color-red-cool, )",packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept,,color,red-cool,,,,,,,,color:category/property,59,component-local|map-container,palettes
$palettes-color-red-cool-palette-color-system-red-cool-light,$tokens-color-red-cool-light,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.mode,,color,red-cool,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$palettes-color-red-cool-palette-color-system-red-cool-medium,$tokens-color-red-cool-medium,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.variant,,color,red-cool,color,,,medium,,,,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$palettes-color-red-cool-palette-color-system-red-cool-dark,$tokens-color-red-cool-dark,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.mode,,color,red-cool,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$palettes-color-red-cool-palette-color-system-red-cool-light-vivid,$tokens-color-red-cool-light-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.mode,,color,red-cool,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red cool vivid
$palettes-color-red-cool-palette-color-system-red-cool-medium-vivid,$tokens-color-red-cool-medium-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.variant.mode,,color,red-cool,color,,,medium,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$palettes-color-red-cool-palette-color-system-red-cool-dark-vivid,$tokens-color-red-cool-dark-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.mode,,color,red-cool,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red cool vivid
$palettes-color-red-cool-palette-color-system-red-cool-standard,$tokens-color-red-cool-standard,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property,,color,red-cool,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red cool standard
$palettes-color-red-cool-palette-color-system-red-cool-vivid,$tokens-color-red-cool-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property.mode,,color,red-cool,color,,,,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$palettes-color-red-cool-palette-color-system-red-cool,$tokens-color-red-cool,packages/uswds-utilities/src/styles/palettes/colors/_red-cool-palettes.scss,local,component,category.concept.property,,color,red-cool,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red cool
$tokens-color-red-light,"( ""red-5"": $color-red-5, ""red-10"": $color-red-10, ""red-20"": $color-red-20, ""red-30"": $color-red-30, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.mode,,color,red,,,,,,,light,color:category/property,4,component-local|map-container,tokens
$tokens-color-red-light-red-5,$color-red-5,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,5,light,color:category/property,4,component-local,tokens red
$tokens-color-red-light-red-10,$color-red-10,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,10,light,color:category/property,4,component-local,tokens red
$tokens-color-red-light-red-20,$color-red-20,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,20,light,color:category/property,4,component-local,tokens red
$tokens-color-red-light-red-30,$color-red-30,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,30,light,color:category/property,4,component-local,tokens red
$tokens-color-red-medium,"( ""red-40"": $color-red-40, ""red-50"": $color-red-50, ""red-60"": $color-red-60, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant,,color,red,,,,medium,,,,color:category/property,11,component-local|map-container,tokens
$tokens-color-red-medium-red-40,$color-red-40,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale,,color,red,,,,medium,,40,,color:category/property,11,component-local,tokens red
$tokens-color-red-medium-red-50,$color-red-50,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale,,color,red,,,,medium,,50,,color:category/property,11,component-local,tokens red
$tokens-color-red-medium-red-60,$color-red-60,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale,,color,red,,,,medium,,60,,color:category/property,11,component-local,tokens red
$tokens-color-red-dark,"( ""red-70"": $color-red-70, ""red-80"": $color-red-80, ""red-90"": $color-red-90, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.mode,,color,red,,,,,,,dark,color:category/property,17,component-local|map-container,tokens
$tokens-color-red-dark-red-70,$color-red-70,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,70,dark,color:category/property,17,component-local,tokens red
$tokens-color-red-dark-red-80,$color-red-80,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,80,dark,color:category/property,17,component-local,tokens red
$tokens-color-red-dark-red-90,$color-red-90,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,90,dark,color:category/property,17,component-local,tokens red
$tokens-color-red-light-vivid,"( ""red-5v"": $color-red-5v, ""red-10v"": $color-red-10v, ""red-20v"": $color-red-20v, ""red-30v"": $color-red-30v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.mode,,color,red,,,,,,,light,color:category/property,23,component-local|map-container,tokens vivid
$tokens-color-red-light-vivid-red-5v,$color-red-5v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,5v,light,color:category/property,23,component-local,tokens vivid red
$tokens-color-red-light-vivid-red-10v,$color-red-10v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,10v,light,color:category/property,23,component-local,tokens vivid red
$tokens-color-red-light-vivid-red-20v,$color-red-20v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,20v,light,color:category/property,23,component-local,tokens vivid red
$tokens-color-red-light-vivid-red-30v,$color-red-30v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,30v,light,color:category/property,23,component-local,tokens vivid red
$tokens-color-red-medium-vivid,"( ""red-40v"": $color-red-40v, ""red-50v"": $color-red-50v, ""red-60v"": $color-red-60v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.mode,,color,red,,,,medium,,,vivid,color:category/property,30,component-local|map-container,tokens
$tokens-color-red-medium-vivid-red-40v,$color-red-40v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red,,,,medium,,40v,vivid,color:category/property,30,component-local,tokens red
$tokens-color-red-medium-vivid-red-50v,$color-red-50v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red,,,,medium,,50v,vivid,color:category/property,30,component-local,tokens red
$tokens-color-red-medium-vivid-red-60v,$color-red-60v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red,,,,medium,,60v,vivid,color:category/property,30,component-local,tokens red
$tokens-color-red-dark-vivid,"( ""red-70v"": $color-red-70v, ""red-80v"": $color-red-80v, ""red-90v"": $color-red-90v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.mode,,color,red,,,,,,,dark,color:category/property,36,component-local|map-container,tokens vivid
$tokens-color-red-dark-vivid-red-70v,$color-red-70v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,70v,dark,color:category/property,36,component-local,tokens vivid red
$tokens-color-red-dark-vivid-red-80v,$color-red-80v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,80v,dark,color:category/property,36,component-local,tokens vivid red
$tokens-color-red-dark-vivid-red-90v,$color-red-90v,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.scale.mode,,color,red,,,,,,90v,dark,color:category/property,36,component-local,tokens vivid red
$tokens-color-red-standard,"map-collect( $tokens-color-red-light, $tokens-color-red-medium, $tokens-color-red-dark )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept,,color,red,,,,,,,,color:category/property,42,component-local,tokens standard
$tokens-color-red-vivid,"map-collect( $tokens-color-red-light-vivid, $tokens-color-red-medium-vivid, $tokens-color-red-dark-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.mode,,color,red,,,,,,,vivid,color:category/property,48,component-local,tokens
$tokens-color-red,"map-collect( $tokens-color-red-standard, $tokens-color-red-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept,,color,red,,,,,,,,color:category/property,54,component-local,tokens
$palettes-color-red,"( ""palette-color-system-red-light"": $tokens-color-red-light, ""palette-color-system-red-medium"": $tokens-color-red-medium, ""palette-color-system-red-dark"": $tokens-color-red-dark, ""palette-color-system-red-light-vivid"": $tokens-color-red-light-vivid, ""palette-color-system-red-medium-vivid"": $tokens-color-red-medium-vivid, ""palette-color-system-red-dark-vivid"": $tokens-color-red-dark-vivid, ""palette-color-system-red-standard"": $tokens-color-red-standard, ""palette-color-system-red-vivid"": $tokens-color-red-vivid, ""palette-color-system-red"": $tokens-color-red, )",packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept,,color,red,,,,,,,,color:category/property,59,component-local|map-container,palettes
$palettes-color-red-palette-color-system-red-light,$tokens-color-red-light,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.mode,,color,red,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red
$palettes-color-red-palette-color-system-red-medium,$tokens-color-red-medium,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.variant,,color,red,color,,,medium,,,,color:category/property; color:property/category,59,component-local,palettes palette system red
$palettes-color-red-palette-color-system-red-dark,$tokens-color-red-dark,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.mode,,color,red,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red
$palettes-color-red-palette-color-system-red-light-vivid,$tokens-color-red-light-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.mode,,color,red,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red vivid
$palettes-color-red-palette-color-system-red-medium-vivid,$tokens-color-red-medium-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.variant.mode,,color,red,color,,,medium,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red
$palettes-color-red-palette-color-system-red-dark-vivid,$tokens-color-red-dark-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.mode,,color,red,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red vivid
$palettes-color-red-palette-color-system-red-standard,$tokens-color-red-standard,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property,,color,red,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red standard
$palettes-color-red-palette-color-system-red-vivid,$tokens-color-red-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property.mode,,color,red,color,,,,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red
$palettes-color-red-palette-color-system-red,$tokens-color-red,packages/uswds-utilities/src/styles/palettes/colors/_red-palettes.scss,local,component,category.concept.property,,color,red,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red
$tokens-color-red-warm-light,"( ""red-warm-5"": $color-red-warm-5, ""red-warm-10"": $color-red-warm-10, ""red-warm-20"": $color-red-warm-20, ""red-warm-30"": $color-red-warm-30, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.mode,,color,red-warm,,,,,,,light,color:category/property,4,component-local|map-container,tokens
$tokens-color-red-warm-light-red-warm-5,$color-red-warm-5,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,5,light,color:category/property,4,component-local,tokens red warm
$tokens-color-red-warm-light-red-warm-10,$color-red-warm-10,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,10,light,color:category/property,4,component-local,tokens red warm
$tokens-color-red-warm-light-red-warm-20,$color-red-warm-20,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,20,light,color:category/property,4,component-local,tokens red warm
$tokens-color-red-warm-light-red-warm-30,$color-red-warm-30,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,30,light,color:category/property,4,component-local,tokens red warm
$tokens-color-red-warm-medium,"( ""red-warm-40"": $color-red-warm-40, ""red-warm-50"": $color-red-warm-50, ""red-warm-60"": $color-red-warm-60, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant,,color,red-warm,,,,medium,,,,color:category/property,11,component-local|map-container,tokens
$tokens-color-red-warm-medium-red-warm-40,$color-red-warm-40,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale,,color,red-warm,,,,medium,,40,,color:category/property,11,component-local,tokens red warm
$tokens-color-red-warm-medium-red-warm-50,$color-red-warm-50,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale,,color,red-warm,,,,medium,,50,,color:category/property,11,component-local,tokens red warm
$tokens-color-red-warm-medium-red-warm-60,$color-red-warm-60,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale,,color,red-warm,,,,medium,,60,,color:category/property,11,component-local,tokens red warm
$tokens-color-red-warm-dark,"( ""red-warm-70"": $color-red-warm-70, ""red-warm-80"": $color-red-warm-80, ""red-warm-90"": $color-red-warm-90, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.mode,,color,red-warm,,,,,,,dark,color:category/property,17,component-local|map-container,tokens
$tokens-color-red-warm-dark-red-warm-70,$color-red-warm-70,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,70,dark,color:category/property,17,component-local,tokens red warm
$tokens-color-red-warm-dark-red-warm-80,$color-red-warm-80,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,80,dark,color:category/property,17,component-local,tokens red warm
$tokens-color-red-warm-dark-red-warm-90,$color-red-warm-90,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,90,dark,color:category/property,17,component-local,tokens red warm
$tokens-color-red-warm-light-vivid,"( ""red-warm-5v"": $color-red-warm-5v, ""red-warm-10v"": $color-red-warm-10v, ""red-warm-20v"": $color-red-warm-20v, ""red-warm-30v"": $color-red-warm-30v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.mode,,color,red-warm,,,,,,,light,color:category/property,23,component-local|map-container,tokens vivid
$tokens-color-red-warm-light-vivid-red-warm-5v,$color-red-warm-5v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,5v,light,color:category/property,23,component-local,tokens vivid red warm
$tokens-color-red-warm-light-vivid-red-warm-10v,$color-red-warm-10v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,10v,light,color:category/property,23,component-local,tokens vivid red warm
$tokens-color-red-warm-light-vivid-red-warm-20v,$color-red-warm-20v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,20v,light,color:category/property,23,component-local,tokens vivid red warm
$tokens-color-red-warm-light-vivid-red-warm-30v,$color-red-warm-30v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,30v,light,color:category/property,23,component-local,tokens vivid red warm
$tokens-color-red-warm-medium-vivid,"( ""red-warm-40v"": $color-red-warm-40v, ""red-warm-50v"": $color-red-warm-50v, ""red-warm-60v"": $color-red-warm-60v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.mode,,color,red-warm,,,,medium,,,vivid,color:category/property,30,component-local|map-container,tokens
$tokens-color-red-warm-medium-vivid-red-warm-40v,$color-red-warm-40v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-warm,,,,medium,,40v,vivid,color:category/property,30,component-local,tokens red warm
$tokens-color-red-warm-medium-vivid-red-warm-50v,$color-red-warm-50v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-warm,,,,medium,,50v,vivid,color:category/property,30,component-local,tokens red warm
